RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12
1893,Luzerne,Pennsylvania,136,103400,9.70E+04,89700,97400,92200,98200,101300,99900,94900,89600,93200,9.70E+04,92300,88200,84700,86200,87200,91300,91500,94600,1.01E+05,99400,101300,97600,100300,9.30E+04,87700,92800,91100,8.80E+04,8.70E+04,93400,94700,90600,83500,84500,70900,67200,55900,64300,6.60E+04,75300,65900,64900,66100,75600,84500,77600,81200,73900,73400,75600,78700,83400,83400,84600,87400,92400,85400,8.90E+04,81200,84500,77400,7.80E+04,80400,87200,88800,87900,82500,82800,73300,7.30E+04,72200,79100,78500,79100,77200,77500,77800,85100,84100,83700,82200,80900,80900,8.10E+04,83600,84500,84200,86800,84800,82200,78400,7.80E+04,81300,84300,84900,84400,78500,7.80E+04,77600,80300,80600,81300,83800,80500,82800,85500,89900,89400,84500,85300,7.70E+04,7.90E+04,79500,94800,9.50E+04,
3269,Saint Louis City,Missouri,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134900,134200,132900,134700,136100,136700,138700,138300,133100,132100,133200,138300,140800,140400,138300,135300,132700,132300,130400,131500,130100,132800,131500,134300,132700,131600,135200,136400,139700,138900,144100,144100,143800,137300,138100,139600,144400,148200,150500,148600,146600,144200,
3158,Chesterfield,Virginia,138,222100,222600,213700,207600,204700,203300,207400,206700,207500,202200,205200,220700,219200,213800,197300,191900,189600,185200,192200,189700,195200,1.95E+05,203800,209600,205700,200700,187700,184300,176800,178800,179300,178500,179400,177400,185400,190300,190800,186300,176500,172400,169300,167400,172900,174700,175600,173100,169800,171200,171600,176400,174700,1.70E+05,168200,168800,172700,168900,170800,172300,1.75E+05,176200,1.75E+05,177900,177200,180100,179900,182200,179500,179800,176900,177600,1.78E+05,1.89E+05,192500,195400,186600,185100,184200,186100,189300,187700,188200,188700,192300,199500,1.99E+05,197100,194200,1.96E+05,197700,194100,194500,194500,198800,199300,200800,198300,198500,196500,197300,1.98E+05,201600,203900,214100,218200,227200,225100,226800,234800,2.37E+05,241900,230500,228600,225900,224400,227800,224700,228800,2.29E+05
2151,Brazoria,Texas,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178100,174800,175700,176900,177600,175800,1.77E+05,178700,182700,184500,186600,187900,1.89E+05,200800,199200,199400,1.88E+05,189900,189900,195100,196500,196300,191600,190500,192200,193600,195600,196500,198600,200300,203400,205200,202700,204400,2.04E+05,208800,208600,212300,215600,225700,225400,2.23E+05,212500,
1887,Loudoun,Virginia,140,374500,366400,348200,331100,331600,328500,322900,311200,302500,297600,291300,295500,300800,302700,308100,307200,323300,328800,339500,341300,340300,342500,334300,335800,343500,349800,349100,348900,360200,367600,368100,357600,361500,353600,338800,331900,337600,359300,3.69E+05,373200,3.78E+05,372600,361300,348800,342800,349500,353400,353700,352100,357500,370200,3.82E+05,396500,399500,402200,4.02E+05,411600,425700,421700,427200,423500,431400,426300,427300,429400,429900,430700,431400,429500,433800,430400,433400,426600,428700,427100,429500,435800,438800,430200,420900,416100,418700,417200,413900,412600,410100,4.12E+05,406200,406400,403300,406100,405600,408100,410700,414300,410800,419500,4.22E+05,427700,419800,419100,420300,426300,427700,430200,431900,438500,438100,436800,4.39E+05,442100,441100,432600,434300,437600,444200,446500,
1922,McHenry,Illinois,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41E+05,145700,145800,144600,141200,145700,143800,145200,144400,149500,151600,155700,157100,162500,161500,160900,161700,165400,166100,166500,168200,173400,172100,170900,168200,1.72E+05,173500,176500,1.75E+05,172300,173700,173200,178600,176700,178700,176100,176900,173800,178800,178500,182200,181100,188100,190700,190100,182300,183200,186500,1.92E+05,189600,188800,184200,187200,186200,195500,195300,2.02E+05,197700,197500,192900,193900,1.94E+05,
1771,Henrico,Virginia,142,223700,217100,201900,195300,197400,199300,200700,195600,202500,207200,217900,214100,208200,195500,194200,191900,189400,1.83E+05,179200,184200,1.91E+05,198100,204900,204900,201100,193500,189400,184800,182200,183700,188800,190800,194700,189700,190500,184500,184500,176200,165900,160800,1.64E+05,168400,172900,170500,176500,178500,178500,173500,171400,172300,169500,173100,179700,177100,172800,165300,176800,182700,189200,183400,179500,179800,1.82E+05,186300,184900,187500,185900,185300,184200,183700,184300,181900,183600,177400,1.80E+05,179800,191100,192400,193800,193300,192400,192900,183200,188100,189400,1.98E+05,193600,194900,195700,196800,198200,194200,1.98E+05,199300,205200,208500,208900,207800,206800,204500,204100,201100,2.00E+05,201100,211500,216500,2.22E+05,220100,222900,218800,2.19E+05,2.13E+05,218100,209600,212900,205200,216900,
823,Albany,New York,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194200,196400,193800,200200,199300,201800,191900,193700,194300,202400,212100,214700,206500,190700,188500,190500,197600,196600,1.98E+05,197700,196900,194800,1.94E+05,192700,195500,1.97E+05,199300,199400,197500,197200,193100,191300,189900,191100,194200,190800,187200,184400,180300,1.82E+05,186500,193700,197100,196800,204600,204200,204400,201600,200200,201500,200900,204700,198300,198300,200900,253500,
1150,Lorain,Ohio,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77100,8.30E+04,86200,92100,92900,94700,98300,103700,99700,101300,96200,96200,91600,90200,90800,95100,102900,115100,117700,113700,101700,102200,108300,111300,103200,100400,104200,108100,110100,109400,113900,1.13E+05,112700,109800,107400,111600,119200,122400,122500,119500,123900,121400,1.17E+05,116600,120700,125200,127700,1.30E+05,133100,129200,1.21E+05,1.17E+05,115700,119200,1.21E+05,119100,118400,119300,119300,117700,112600,117500,120500,127700,125200,128100,125300,130600,129800,1.35E+05,133600,144500,145900,143900,133900,1.29E+05,129300,1.29E+05,1.28E+05,129500,134100,
3112,Northampton,Pennsylvania,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,167700,172600,171800,173100,169800,1.70E+05,166600,160800,166800,162900,1.54E+05,140500,140600,145300,142900,142100,144700,149300,152800,159400,158400,162700,155700,162900,1.61E+05,163200,1.58E+05,1.58E+05,161500,157400,154700,147800,151600,151100,155600,155200,151200,149700,156600,162800,165500,1.61E+05,1.63E+05,164700,156300,155600,147700,1.59E+05,158600,167100,164600,164600,162400,164700,1.58E+05,154500,151600,165700,168900,172300,165700,166500,165100,162500,162200,160100,160200,164100,1.67E+05,169300,164100,162400,162600,164300,166200,166800,167800,170900,171700,170400,169400,172600,1.73E+05,170800,168600,168800,171200,172900,1.79E+05,179500,177900
219,Lake,Florida,146,194200,185500,181100,169900,171600,169100,165400,161200,1.61E+05,157500,153800,145800,144800,138900,1.34E+05,127800,128100,128100,131800,129500,1.28E+05,125300,126100,126400,127400,126300,126900,125300,124300,123200,121600,122900,122700,123300,121100,118500,119400,115100,114300,110200,1.14E+05,1.13E+05,113900,114800,114400,115600,117100,122500,124600,120800,117800,116100,118500,121700,123400,125900,123700,126700,126800,131100,1.35E+05,138100,139300,136800,137100,1.38E+05,138900,139700,141200,143300,145900,148200,148400,149400,1.47E+05,1.47E+05,1.46E+05,147600,148400,148300,148200,148600,1.50E+05,151400,152300,152800,155700,158100,160700,160200,161400,162600,165200,164300,168900,167900,1.70E+05,165600,168200,168300,171400,1.74E+05,175100,177600,183300,194200,202700,205400,207800,205500,204500,197200,195400,1.94E+05,197100,196400,197200,197300
2702,Galveston,Texas,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193700,194900,195900,196700,198500,196500,1.96E+05,195800,193900,193700,194900,198900,2.02E+05,202900,205300,200400,2.02E+05,198400,2.05E+05,209500,219600,229600,227800,224500,213400,211200,214900,219100,224300,228200,234100,2.33E+05,2.30E+05,
1101,Howard,Maryland,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343200,3.33E+05,335500,345600,360300,347800,342400,327400,332200,3.37E+05,349300,359500,350800,344900,336200,354700,366500,367800,353600,342700,3.48E+05,351700,351800,3.54E+05,3.53E+05,352600,351400,356500,361800,358100,358400,359600,366400,366900,367800,367700,364500,350400,351400,354600,369600,375600,366800,368600,355900,369900,364400,373500,376600,376800,3.68E+05,3.60E+05,360700,3.68E+05,372200,369300,373600,370400,374400,360500,3.59E+05,363700,374100,376600,377200,371400,368200,367500,369900,366500,3.70E+05,370100,3.75E+05,366200,368600,375800,386400,385500,389700,383200,382300,370900,370100,381200,383100,
1670,Douglas,Colorado,149,286800,281600,2.83E+05,282700,285700,286300,2.87E+05,289200,284200,288200,290100,290500,281900,274400,2.71E+05,273300,274300,279900,282700,287100,283500,290100,2.93E+05,297700,290500,281800,279100,278100,291200,294600,296700,294900,296700,299100,289700,285900,281100,2.81E+05,2.83E+05,287300,291900,289300,286800,282200,288600,289700,294800,284100,283600,280500,288500,288500,295100,296200,300900,301900,302500,309300,307100,315600,310200,3.13E+05,308400,313600,318400,319700,319400,318200,320100,320300,326600,329500,331900,328500,329200,331700,336500,340800,343800,3.46E+05,352500,362600,368400,367500,367800,366900,368600,366400,368400,368100,369600,377800,3.85E+05,3.90E+05,389600,391200,393600,398500,404100,407500,407900,409700,405800,408600,411300,420200,4.20E+05,430400,443900,455800,455800,449700,451600,447900,448200,447600,448300,
1957,Osceola,Florida,150,217300,213800,201300,189500,177900,174300,171700,162400,157300,145300,142600,135400,1.30E+05,121400,113600,1.07E+05,104900,106900,110300,108100,106100,106500,103400,104200,102500,1.05E+05,1.01E+05,9.90E+04,9.60E+04,96200,92200,89600,88900,90700,91100,90500,89400,94600,95800,97600,9.60E+04,93400,92200,93500,97700,102800,1.03E+05,104700,105200,103800,102200,101900,106100,105800,105500,105300,1.10E+05,115800,119800,1.22E+05,119200,121300,122200,128200,131100,133600,134200,133700,137100,138700,139500,1.39E+05,138700,139900,140100,139900,139300,136500,139100,140900,143900,143500,1.41E+05,142100,143700,147600,150400,1.51E+05,151900,151800,153200,1.55E+05,156800,155700,159100,160900,165600,165200,165900,167800,170400,1.73E+05,173500,182100,191900,193800,187600,181800,181800,182300,181300,1.83E+05,186700,188200,193600,195400,196800,
1650,Dauphin,Pennsylvania,151,157400,153700,149600,146900,148700,147100,150100,1.52E+05,152700,150900,145300,150700,153100,151500,145900,143700,147600,145500,146200,147800,150700,1.51E+05,151100,153800,153600,1.51E+05,147400,146300,1.48E+05,145700,1.44E+05,142600,145800,147700,144900,143900,142900,145100,144400,142100,143500,141600,144900,145700,144200,140900,140600,138100,143200,142200,145100,142700,140900,140100,144100,145100,148800,145400,148200,145600,1.45E+05,141400,145600,147200,149300,149900,148800,148600,1.48E+05,146300,138100,137100,138600,1.46E+05,144500,142800,145500,142200,1.46E+05,142600,149400,150700,150900,151800,149600,151200,149900,150400,148800,1.46E+05,147100,147700,146700,144600,143800,145100,146900,147500,145100,142500,138800,1.40E+05,1.35E+05,136100,1.33E+05,133500,135300,1.32E+05,128400,127400,1.31E+05,138300,141300,139900,144400,141300,148700,139600
1300,Ottawa,Michigan,152,143600,137700,138100,135300,133100,128100,127600,126500,126400,121600,118800,116500,1.16E+05,1.15E+05,111900,111700,112700,114400,119200,1.24E+05,121900,116900,114500,116100,124400,124700,125700,119100,118200,117300,1.17E+05,116900,115200,115200,117100,120400,120400,117200,115900,117500,118900,118800,116600,116700,118800,120400,1.19E+05,112200,113800,115100,118400,117800,119800,126700,1.34E+05,135700,134200,127900,126400,127200,135600,1.35E+05,136900,131400,133500,134900,136900,137800,132200,131100,130400,142700,142700,146500,137400,139600,140500,143400,145300,1.47E+05,148200,147900,150200,150500,152800,153100,157600,156400,156800,1.57E+05,157900,158300,159100,162600,1.66E+05,168200,169300,168600,167200,168600,170500,171200,170800,172100,178500,178600,178700,178500,184100,191900,191500,191400,189800,192500,192600,1.90E+05,191400,
3016,Rutherford,Tennessee,153,138200,136700,135800,132600,130500,129700,129300,129200,129500,128100,129800,129100,129300,127300,127100,127700,126700,126100,124800,124900,1.25E+05,126200,129300,129900,131800,130500,132100,131700,128200,125700,123400,125300,1.23E+05,123100,125600,126800,127200,124400,1.23E+05,120300,118700,118700,119200,120500,1.23E+05,124600,124800,125700,1.23E+05,124400,123700,125300,124400,124100,125200,125400,126600,128300,132600,130400,129200,125900,129900,1.31E+05,131600,131300,132500,131600,131900,1.32E+05,134100,136200,137800,139400,138700,139500,140100,140600,141800,141800,144300,144900,146300,146800,147700,147800,150600,153500,156800,161400,163900,1.67E+05,166100,169500,177200,180800,1.84E+05,179700,180400,181300,183500,186900,188400,193800,197500,199600,205700,209800,215700,215700,216600,216200,217300,2.18E+05,221700,221400,223100,
1622,Clayton,Georgia,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38100,39100,39300,39700,3.90E+04,39300,39700,40500,41700,42300,4.40E+04,4.40E+04,44600,44800,46500,48400,49700,51700,53200,55300,56600,56900,57300,5.60E+04,55400,53800,54200,56200,57400,58800,58600,59400,58700,57600,59500,62600,64500,64200,62200,61600,62800,63900,65800,65500,65800,66100,64900,65300,6.40E+04,64800,65100,64700,63900,63200,62800,62200,63200,66300,68400,68700,71300,74800,78300,79600,77500,75900,72700,78200,80800,91100,100200,102700,95300,85100,8.50E+04,87200,
2668,Cleveland,Oklahoma,155,118600,118700,120400,122100,123500,125600,127400,128400,124800,122900,120700,123800,127600,1.26E+05,124700,122700,126500,126400,126500,125800,127800,125800,127900,129800,130400,125500,122800,126700,125300,1.21E+05,120200,127900,132700,131400,128600,129500,129400,125500,125400,1.25E+05,127900,127300,128400,131100,133700,135700,134300,131400,128700,129200,130400,125900,122800,120800,128400,137400,1.42E+05,139100,132500,129300,132300,131400,133200,131300,135100,1.35E+05,133600,130600,1.30E+05,129600,128300,125400,126200,1.27E+05,127400,127800,126700,125700,128200,126900,130400,130700,131400,133900,131600,134300,134400,138700,141500,144200,145100,145300,143300,144100,147800,151800,153100,151700,150400,149800,147100,146400,146400,151300,152600,152500,149900,148900,149900,152300,153500,150800,151700,146300,149200,149500,154600,
625,Marin,California,156,842700,811200,848100,842500,845600,768600,745500,695100,698800,663200,665900,627600,626900,622100,630200,652900,655800,688100,679100,667200,629900,641700,662100,693300,684500,673500,6.71E+05,671900,6.97E+05,697400,716400,681600,679300,650300,642200,603600,636900,662600,690500,670700,662900,664400,656500,643900,644600,611400,613600,600100,609500,610900,625300,655400,677600,671600,686900,6.90E+05,715300,715600,747600,744300,764200,766800,7.93E+05,787900,805600,801100,806700,781400,785500,7.85E+05,794900,802900,8.51E+05,849400,842700,804900,818600,841300,890400,889700,906800,882700,899300,886700,1000300,993600,1004800,893100,897200,891600,901100,917900,927900,919900,908100,911700,918800,934100,940100,956600,950700,951500,929600,933900,911800,922100,998400,1009900,1039300,963700,965100,934700,931700,927100,959400,1086900,1102800,
1761,Harford,Maryland,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233200,237900,234600,228400,223600,221300,225400,232200,233100,232200,227500,233500,235700,234700,225200,226700,226800,233600,230600,229100,231300,230600,238300,232300,230900,227500,2.33E+05,230200,228500,228700,232300,234900,234300,231600,230900,226400,233600,230700,230200,
3173,Norfolk City,Virginia,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166500,178100,182800,156400,147200,143700,163800,164800,158200,1.57E+05,1.56E+05,170600,176900,187100,184500,177500,171800,164300,166700,167300,169200,168200,177400,183500,188800,180300,176200,1.76E+05,175900,177100,175500
3061,Washington,Minnesota,159,237500,246500,240700,234600,226600,222400,226200,224900,2.26E+05,214100,216300,224200,232100,2.24E+05,218500,212600,210100,205500,205300,204500,198900,194500,191200,194800,1.97E+05,206500,203300,202100,202100,205300,206400,203200,198200,199400,1.92E+05,196400,191100,1.92E+05,183200,181700,185800,193300,187900,186200,174600,180400,177500,185900,188500,191600,197100,1.97E+05,199800,201100,208200,213900,2.20E+05,209100,204600,196500,208900,210300,209600,212300,214800,217600,211800,212300,212600,214900,222400,2.34E+05,233700,2.28E+05,218400,220200,222800,228600,230800,230100,226400,224400,224900,224300,235500,243400,254400,2.46E+05,239500,230400,224800,227300,229800,237600,239800,248500,250600,251600,246800,245400,243200,241400,241500,242900,242800,242800,238500,248900,256500,267800,2.61E+05,265700,261900,260900,246400,244600,247800,249400
2914,Cumberland,Pennsylvania,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,162800,162500,169200,176100,172600,170900,165900,169600,168200,169500,164600,163700,162200,162700,161800,161500,161500,162200,164400,166400,166600,164800,163600,160600,162600,161900,167600,168700,166400,1.63E+05,1.60E+05,166600,161800,164600,162800,1.70E+05,169500,169100,166200,165200,167100,1.70E+05,172100,172500,174200,174800,172100,1.69E+05,1.70E+05,1.69E+05,173100,169200,170800,169800,172200,172400,172100,171500,173100,173400,174100,176200,176600,178200,1.76E+05,175200,171900,170300,1.69E+05,169500,172900,177800,177700,177100,173700,176500,175400,175700,174100,172400,172400,1.76E+05,182500,181500,181500,179100,1.85E+05,185100,187400,182800,185600
3225,Saint Tammany,Louisiana,161,,,,,,,,,,,,,,203400,1.93E+05,183100,182200,190300,1.94E+05,196700,194200,189600,186300,188900,201400,197300,195400,1.81E+05,184400,182300,183300,178400,180500,180700,180600,176500,172200,173400,169300,170600,166900,182300,199200,204700,200800,194200,184300,171500,1.59E+05,161600,1.63E+05,165500,167300,173400,180300,180900,177700,178400,190800,194600,191600,189300,1.97E+05,196700,187900,187100,186200,192200,182800,182500,179100,184300,189300,190200,184300,184700,184900,188200,189700,188300,194200,193800,195400,194500,199100,201200,203800,198400,202700,199200,199700,197800,197700,2.00E+05,197900,197900,193400,1.92E+05,188900,194900,198700,200400,198200,195200,196900,193500,196300,194100,193800,191400,194600,195700,199500,205300,209500,209400,199400,
2699,Frederick,Maryland,162,2.95E+05,290200,282200,269900,263100,258700,2.58E+05,253900,2.61E+05,2.64E+05,275900,274100,266600,260700,248400,247800,233800,234300,236600,237800,237300,2.43E+05,249400,252300,244100,240500,233200,227700,215500,212200,213600,222300,233300,241800,240900,232800,213800,217600,212100,216500,2.04E+05,205900,208800,219200,223300,231300,229600,224400,217500,214500,229200,231800,233800,2.27E+05,239400,251200,255300,255500,252200,252600,244200,243800,247700,258700,260600,254600,249500,245500,253300,251600,2.51E+05,245700,251500,251800,255700,254200,258900,258400,259300,2.55E+05,252700,255400,256100,263400,258100,257600,249500,246800,246300,249200,253300,260200,257300,256200,255200,259900,262400,262800,261400,2.60E+05,255300,261600,261700,265300,263500,271800,284700,282900,279100,274600,283800,285200,291700,291700,297400,298100,298400,
344,York,South Carolina,163,1.55E+05,147700,157900,161800,171500,162800,165800,158200,1.65E+05,163700,163800,153900,153300,152300,157500,157900,160200,155100,152100,149100,149800,148300,152800,152300,154400,145400,1.47E+05,145100,152400,150700,145100,139900,145900,149100,161200,159100,156800,136500,134300,150100,167200,166400,158500,154300,146300,138700,143900,147800,147100,1.40E+05,154100,172400,177500,168200,160100,158200,156500,154300,154300,169100,172600,174100,185800,177900,179800,158500,1.64E+05,164700,166400,168300,166800,170200,170600,174200,1.73E+05,174600,171700,166100,171200,176300,181600,179400,180700,1.85E+05,1.88E+05,182900,183700,183400,195300,197300,196700,190700,193600,196800,202200,195600,192600,189700,206200,210400,209300,197500,197100,196500,1.96E+05,197800,204700,208900,208800,211300,215400,220100,227200,220500,2.20E+05,215700,211400,
3254,Chesapeake City,Virginia,164,257600,2.48E+05,243900,234300,234600,245200,2.44E+05,245100,233200,2.31E+05,230400,239100,245600,241500,231900,224800,220700,225400,217700,223100,214600,217900,2.23E+05,229100,243700,230900,2.18E+05,204600,211400,229600,224500,228500,220200,233300,2.43E+05,242300,235300,217400,208400,202900,200100,214200,213200,214600,204200,2.06E+05,207500,210900,212300,208100,201200,199100,201800,210300,213200,215500,216500,221200,229500,224600,220800,209700,203400,2.03E+05,206400,219900,220200,216600,215800,202800,2.06E+05,200300,211700,211700,209900,211600,2.10E+05,212300,215900,224700,226600,228200,2.25E+05,229400,2.29E+05,232400,2.34E+05,234600,2.33E+05,241700,234400,233100,220200,225600,224300,223500,226800,224800,225900,226200,228400,229500,226200,240500,240800,242500,229300,228700,230300,233500,229300,229800,231300,2.44E+05,238200,2.39E+05,2.32E+05,232400
126,Clay,Missouri,165,143400,1.42E+05,137300,134500,1.29E+05,1.25E+05,127200,132100,133500,135600,137600,141300,137900,131600,130800,131700,133400,134500,129600,1.33E+05,132900,140200,133700,134300,135500,138100,135900,128800,125400,128200,133400,143300,144100,140300,1.39E+05,139900,137900,130800,130500,129300,130400,110100,116100,120100,133700,133800,130800,140500,137400,136200,128800,122900,122600,1.24E+05,134300,139200,133600,135600,133600,141400,139400,142800,1.39E+05,141400,143200,148800,147700,149400,150200,151900,152500,152700,149400,149900,147700,148800,146900,148900,148900,148700,149300,150400,150200,148700,148700,150300,153100,154300,152400,151900,150900,153300,152500,1.51E+05,151600,154900,160300,159500,159800,156800,1.63E+05,163400,170600,166800,168900,166400,163200,171800,176800,181300,170700,1.68E+05,167500,169200,172800,184400,188600,
2529,Saratoga,New York,166,218300,217100,215700,215700,222100,219100,2.13E+05,207700,208600,215900,215500,214700,209900,206800,204400,207400,215200,213700,215900,211600,213800,213400,212400,221400,220900,224700,221700,222900,228300,231700,231100,228600,225800,229900,2.29E+05,233400,233100,231200,228900,231600,233700,227700,222900,222800,220200,219700,218800,225200,231700,223400,225300,227200,236100,2.33E+05,227800,230400,238400,242300,243700,241400,236800,237800,238700,240500,241300,239700,239400,236100,239200,245300,249400,245600,246200,245100,242200,234500,232600,228900,232700,237500,242700,240500,238100,233500,226400,222500,230800,242300,246700,247200,2.46E+05,242800,237400,234200,232200,236100,239200,243900,238900,240200,237800,241700,239400,241700,240700,244800,2.46E+05,251700,244400,245300,245300,2.54E+05,256300,255200,246100,241800,2.42E+05,
2744,Jefferson,Missouri,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150500,149900,150100,150800,151800,149400,150100,147900,151200,152800,158500,157600,153200,152900,1.59E+05,167400,1.69E+05,168400,166800,167600,1.75E+05,175300,172200,166500,160300,162300,162900,169700,1.69E+05,163700,
2949,Lackawanna,Pennsylvania,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88500,94600,102400,102500,97200,108600,104200,1.09E+05,92700,102100,101500,100100,96500,101200,107800,113100,111300,107100,106500,106700,105800,102800,100500,99600,101700,108100,106300,104100,96400,113200,110500,110400,87100,91900,90800,103800,102800,105100,1.02E+05,105600,1.07E+05,113700,113900,113400,111200,105900,1.05E+05,102400,103800,105800,105700,104500,102300,102100,97100,96100,94100,105500,110800,112900,112800,107800,111200,103600,101600,103400,99300,1.08E+05,103500,116600,115800,112100,101200,1.08E+05,,
2188,Cherokee,Georgia,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138800,135900,135100,132500,131800,131900,131100,134400,1.38E+05,139100,140900,139700,147900,148100,153200,153400,155900,155400,155800,156300,157800,158500,165200,167300,170900,168700,170400,1.69E+05,168400,169200,171500,173100,173700,175200,177700,179400,180400,180900,183200,185700,188800,191200,190900,192100,195900,198600,1.99E+05,193900,193900,193700,202300,204200,206100,199400,200600,202700,207600,204300,2.04E+05,206900,2.12E+05,214800,212200,214100,212200,215800,219200,228700,229300,228700,227600,227200,229400,231200,237100,
3070,Washington,Pennsylvania,170,118400,122200,1.30E+05,114100,1.08E+05,108700,107100,109400,99500,94200,91800,111400,118500,117400,105400,100800,110800,111300,1.13E+05,112100,117900,116600,109200,113900,124300,130300,127100,119400,113700,104500,103400,109900,118800,120900,120800,108700,115900,104800,112800,106100,113900,117600,1.18E+05,123600,117200,114600,108700,123400,138600,146100,138100,132600,1.32E+05,1.35E+05,128100,130200,124900,128100,132700,140500,1.48E+05,148100,151100,153200,150700,147900,139900,136200,126200,128100,129900,131700,134300,129200,128200,125900,129900,135300,135300,137900,136600,141500,137900,146400,160800,161600,155900,135200,138800,131700,133800,1.34E+05,137300,133400,132900,130200,133600,138400,135800,136800,1.29E+05,132400,137100,136500,1.44E+05,134900,1.41E+05,1.31E+05,144200,142800,143300,136600,129200,128200,124200,129700,139500,
3219,Richmond City,Virginia,171,1.97E+05,190500,186400,175600,170300,169900,169800,1.75E+05,157200,160600,159500,166600,163700,154700,155200,153600,153900,154900,154300,163900,161200,160700,157400,165300,157500,157700,151800,153700,1.47E+05,146200,1.41E+05,1.31E+05,117700,128800,131400,133200,125700,134400,142200,149700,148900,154100,1.44E+05,136800,130100,137400,140900,137200,132100,140200,142500,153600,148900,158600,156800,164300,163600,163900,168300,176300,177100,171500,170800,176400,176300,177700,1.79E+05,183400,174200,164700,169200,164500,169800,169400,1.79E+05,1.84E+05,179300,178700,178700,179700,189500,198600,193600,190500,182500,185300,185100,175800,1.82E+05,178100,175800,168500,171800,179400,207800,206200,2.06E+05,186200,189800,193200,1.96E+05,199500,2.00E+05,2.05E+05,203900,206500,202800,206800,203700,199500,192900,192500,188900,195800,196400,197900,196900,214700
770,Union,North Carolina,172,179700,178200,170400,164500,166300,178500,177500,173100,164600,164800,1.67E+05,166500,172200,171200,168700,167300,161300,1.74E+05,1.77E+05,1.85E+05,183800,170300,183300,172200,178200,159400,178200,184700,204500,193800,197300,194300,187600,176500,173800,179800,182700,165500,161200,172600,175900,183900,172200,167200,151200,154500,167800,180400,1.81E+05,1.70E+05,166400,165500,174900,179300,171800,166400,158800,169400,170800,172700,174600,174800,177800,176500,178100,182700,184800,186200,182800,184500,1.86E+05,189400,183300,183200,184700,187700,1.91E+05,191200,191200,192200,183200,183400,184400,199500,2.04E+05,204200,2.07E+05,205800,206500,202400,190900,190800,196100,199200,205600,194200,200500,203100,214900,232500,223700,228300,228100,2.44E+05,249500,253400,266200,255900,253100,2.40E+05,236100,230200,227200,2.40E+05,251600,247700,2.39E+05,
